Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
France,tCO2e per capita,8.21,8.58,8.29,7.94,7.81,7.93,8.22,8.02,8.26,8.04,7.94,7.29,7.11,7.14,7.05,7.01,6.80,6.64,6.51,6.19,6.22,6.01,6.02,6.00,5.47,5.55,5.52,5.54,5.40
Data source,CAIT
Data for,Location: France. Sectors/Subsectors: Total including LUCF. Gases: All GHG. Calculation: per Capita. Show data by Countries
