Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
France,MtCO2e,477.92,502.72,487.97,469.18,463.44,472.18,490.93,480.98,497.02,486.59,483.67,447.09,439.49,444.36,441.98,442.64,432.32,425.14,418.88,400.59,404.32,392.42,395.28,396.16,363.05,369.04,368.04,370.47,361.37
Data source,CAIT
Data for,Location: France. Sectors/Subsectors: Total including LUCF. Gases: All GHG. Calculation: Total. Show data by Countries
