"idBank";"Dernière mise à jour";"Correction";"Quotité de temps de travail";"Puissance";"Indicateur";"Série arrêtée";"Nature";"Métiers";"﻿Base de l'indice";"Périodicité";"Unité";"Zone géographique";"Sexe";"Nomenclature de valorisations"
"001665171";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Salaire net annuel moyen";"oui";"Valeur absolue";"Employés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665172";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Salaire net annuel moyen";"oui";"Valeur absolue";"Employés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665173";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Salaire net annuel moyen";"oui";"Valeur absolue";"Employés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665174";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Salaire net annuel moyen";"oui";"Valeur absolue";"Ouvriers";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665175";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Salaire net annuel moyen";"oui";"Valeur absolue";"Ouvriers";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665176";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Salaire net annuel moyen";"oui";"Valeur absolue";"Ouvriers";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665177";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Salaire net annuel moyen";"oui";"Valeur absolue";"Apprentis et stagiaires";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665178";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Salaire net annuel moyen";"oui";"Valeur absolue";"Apprentis et stagiaires";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665179";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Salaire net annuel moyen";"oui";"Valeur absolue";"Apprentis et stagiaires";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665198";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Premier décile (D1) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665199";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Premier décile (D1) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665200";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Premier décile (D1) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665201";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Premier quartile (Q1) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665202";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Premier quartile (Q1) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665203";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Premier quartile (Q1) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665204";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Médiane (D5) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665205";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Médiane (D5) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665206";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Médiane (D5) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665207";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Troisième quartile (Q3) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665208";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Troisième quartile (Q3) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665209";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Troisième quartile (Q3) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665210";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Neuvième décile (D9) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665211";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Neuvième décile (D9) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665212";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Neuvième décile (D9) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665213";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665214";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665215";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665216";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665217";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665218";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"oui";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665219";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Rapport interdécile D9/D1 du salaire net annuel";"oui";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665220";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Rapport interdécile D9/D1 du salaire net annuel";"oui";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665221";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Rapport interdécile D9/D1 du salaire net annuel";"oui";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665222";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Rapport interdécile D9/D5 du salaire net annuel";"oui";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665223";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Rapport interdécile D9/D5 du salaire net annuel";"oui";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665224";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Rapport interdécile D9/D5 du salaire net annuel";"oui";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665225";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Rapport interdécile D5/D1 du salaire net annuel";"oui";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"001665226";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Rapport interdécile D5/D1 du salaire net annuel";"oui";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"001665227";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Rapport interdécile D5/D1 du salaire net annuel";"oui";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"001665254";"07/11/2017 04:49";"Non corrigé";"Temps complet";"0";"Indice du salaire net mensuel moyen d'un temps complet";"oui";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros constants"
"001665241";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du salaire horaire brut de base des ouvriers (SHBO)";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France métropolitaine";"Ensemble";"Euros courants"
"001665242";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du SMIC brut horaire";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros courants"
"001665243";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du SMIC brut mensuel";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros courants"
"001665244";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du plafond de la Sécurité sociale (sur les salaires bruts)";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros courants"
"001665245";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du SMIC net mensuel";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros courants"
"001665246";"06/01/2022 10:20";"Non corrigé";"Temps complet";"0";"Indice du salaire net mensuel moyen d'un temps complet";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros courants"
"001665247";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du plafond de la Sécurité sociale (sur les salaires nets)";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros courants"
"001665249";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du salaire horaire brut de base des ouvriers (SHBO)";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France métropolitaine";"Ensemble";"Euros constants"
"001665250";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du SMIC brut horaire";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros constants"
"001665251";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du SMIC brut mensuel";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros constants"
"001665252";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du plafond de la Sécurité sociale (sur les salaires bruts)";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros constants"
"001665253";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du SMIC net mensuel";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros constants"
"001665255";"06/01/2022 10:20";"Non corrigé";"Sans objet";"0";"Indice du plafond de la Sécurité sociale (sur les salaires nets)";"non";"Indice";"Sans objet";"2000";"Annuelle";"sans objet";"France";"Ensemble";"Euros constants"
"010752319";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Cadres, y compris les chefs d'entreprise salariés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752320";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Cadres, y compris les chefs d'entreprise salariés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752321";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Cadres, y compris les chefs d'entreprise salariés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752322";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Professions intermédiaires";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752323";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Professions intermédiaires";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752324";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Professions intermédiaires";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752325";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Employés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752326";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Employés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752327";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Employés";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752328";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Ouvriers";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752329";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Ouvriers";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752330";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Ouvriers";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752331";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752332";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752333";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Salaire net annuel moyen";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752334";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Premier décile (D1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752335";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Premier décile (D1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752336";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Premier décile (D1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752337";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Premier quartile (Q1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752338";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Premier quartile (Q1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752339";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Premier quartile (Q1) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752340";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Médiane (D5) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752341";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Médiane (D5) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752342";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Médiane (D5) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752343";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Troisième quartile (Q3) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752344";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Troisième quartile (Q3) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752345";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Troisième quartile (Q3) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752346";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Neuvième décile (D9) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752347";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Neuvième décile (D9) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752348";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Neuvième décile (D9) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752349";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752350";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752351";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-quinzième centile (C95) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752352";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752353";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752354";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Quatre-vingt-dix-neuvième centile (C99) du salaire net annuel";"non";"Valeur absolue";"Sans objet";"Sans objet";"Annuelle";"euros";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752355";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752356";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752357";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752358";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D5 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
"010752359";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D5 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Femmes";"Sans objet"
"010752360";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D9/D5 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Ensemble";"Sans objet"
"010752361";"06/01/2022 10:20";"Non corrigé";"Équivalent temps plein dans le secteur privé";"0";"Rapport interdécile D5/D1 du salaire net annuel";"non";"Ratio";"Sans objet";"Sans objet";"Annuelle";"sans objet";"France métropolitaine jusqu'en 1999, France (métropole + DOM) depuis 2000";"Hommes";"Sans objet"
